"age","id","Language","vowel","step","accuracy","RT","target","response"
19,"71Mandarin","Mandarin","[y]",0,1,736.5,"same","same"
19,"71Mandarin","Mandarin","[y]",5,1,1024,"different","different"
19,"71Mandarin","Mandarin","[y]",4,1,639.2,"different","different"
19,"71Mandarin","Mandarin","[y]",6,1,529.2,"different","different"
19,"71Mandarin","Mandarin","[ʉ]",2,1,583.5,"different","different"
19,"71Mandarin","Mandarin","[y]",3,1,557.7,"different","different"
19,"71Mandarin","Mandarin","[ʉ]",4,1,524.2,"different","different"
19,"71Mandarin","Mandarin","[ʉ]",0,1,484.5,"same","same"
19,"71Mandarin","Mandarin","[ʉ]",5,1,562.1,"different","different"
19,"71Mandarin","Mandarin","[i]",1,0,540.9,"different","same"
19,"79Mandarin","Mandarin","[ʉ]",3,0,515.5,"different","same"
19,"79Mandarin","Mandarin","[i]",1,0,521.5,"different","same"
19,"79Mandarin","Mandarin","[y]",2,0,1004,"different","same"
19,"79Mandarin","Mandarin","[ʉ]",8,1,420.2,"different","different"
19,"79Mandarin","Mandarin","[ʉ]",7,1,470.4,"different","different"
19,"79Mandarin","Mandarin","[ʉ]",0,1,256,"same","same"
19,"79Mandarin","Mandarin","[y]",0,1,300.7,"same","same"
19,"79Mandarin","Mandarin","[ʉ]",6,1,456.6,"different","different"
19,"79Mandarin","Mandarin","[y]",1,0,1109.8,"different","same"
19,"79Mandarin","Mandarin","[ʉ]",1,0,406.2,"different","same"
19,"79Mandarin","Mandarin","[i]",5,1,938.6,"different","different"
19,"79Mandarin","Mandarin","[y]",5,1,448,"different","different"
19,"79Mandarin","Mandarin","[u]",0,1,308.5,"same","same"
19,"79Mandarin","Mandarin","[ʉ]",4,0,1054.4,"different","same"
19,"79Mandarin","Mandarin","[i]",6,1,504.3,"different","different"
19,"79Mandarin","Mandarin","[i]",4,1,578.1,"different","different"
19,"79Mandarin","Mandarin","[ʉ]",0,1,190.2,"same","same"
19,"79Mandarin","Mandarin","[y]",0,1,155.6,"same","same"
19,"79Mandarin","Mandarin","[i]",0,1,161.2,"same","same"
19,"79Mandarin","Mandarin","[i]",7,1,404.4,"different","different"
19,"79Mandarin","Mandarin","[i]",8,1,505.6,"different","different"
19,"79Mandarin","Mandarin","[y]",3,0,365.6,"different","same"
19,"79Mandarin","Mandarin","[i]",3,1,771.6,"different","different"
19,"79Mandarin","Mandarin","[ʉ]",2,0,1006.8,"different","same"
19,"79Mandarin","Mandarin","[i]",0,1,294,"same","same"
19,"79Mandarin","Mandarin","[u]",0,1,201.4,"same","same"
19,"79Mandarin","Mandarin","[i]",2,0,356,"different","same"
19,"79Mandarin","Mandarin","[ʉ]",5,0,1252.8,"different","same"
19,"79Mandarin","Mandarin","[y]",6,1,346.8,"different","different"
19,"79Mandarin","Mandarin","[y]",4,1,398.2,"different","different"
21.5,"83Italian","Italian","[y]",1,0,617.6,"different","same"
21.5,"83Italian","Italian","[y]",4,1,755.2,"different","different"
21.5,"83Italian","Italian","[y]",0,1,543.6,"same","same"
21.5,"83Italian","Italian","[ʉ]",7,1,1009.1,"different","different"
21.5,"83Italian","Italian","[y]",6,1,535.8,"different","different"
21.5,"83Italian","Italian","[ʉ]",0,1,594.9,"same","same"
21.5,"83Italian","Italian","[i]",3,0,457.3,"different","same"
21.5,"83Italian","Italian","[i]",8,1,533.3,"different","different"
21.5,"83Italian","Italian","[i]",4,0,445.8,"different","same"
21.5,"83Italian","Italian","[i]",1,0,413.6,"different","same"
21.5,"83Italian","Italian","[ʉ]",1,0,499,"different","same"
21.5,"83Italian","Italian","[ʉ]",5,1,796.8,"different","different"
21.5,"83Italian","Italian","[ʉ]",8,1,543.8,"different","different"
21.5,"83Italian","Italian","[i]",0,1,516.9,"same","same"
21.5,"83Italian","Italian","[ʉ]",6,1,580,"different","different"
21.5,"83Italian","Italian","[i]",0,1,435.4,"same","same"
21.5,"83Italian","Italian","[ʉ]",4,1,477.3,"different","different"
21.5,"83Italian","Italian","[i]",2,1,459.5,"different","same"
21.5,"83Italian","Italian","[y]",0,1,491.1,"same","same"
21.5,"83Italian","Italian","[u]",0,1,641.5,"same","same"
21.5,"83Italian","Italian","[i]",5,1,586.1,"different","different"
21.5,"83Italian","Italian","[ʉ]",3,0,623.1,"different","same"
21.5,"83Italian","Italian","[i]",6,1,547,"different","different"
21.5,"83Italian","Italian","[u]",0,1,782.1,"same","same"
21.5,"83Italian","Italian","[y]",5,1,617.7,"different","different"
21.5,"83Italian","Italian","[ʉ]",0,1,444.3,"same","same"
21.5,"83Italian","Italian","[y]",3,1,456.9,"different","different"
21.5,"83Italian","Italian","[ʉ]",2,0,500.8,"different","same"
21.5,"83Italian","Italian","[i]",7,1,607.7,"different","different"
21.5,"83Italian","Italian","[y]",2,1,476.8,"different","different"
35.5,"68Italian","Italian","[i]",7,1,945.8,"different","different"
35.5,"68Italian","Italian","[ʉ]",3,0,833.2,"different","same"
35.5,"68Italian","Italian","[y]",5,1,915.6,"different","different"
35.5,"68Italian","Italian","[u]",0,1,896,"same","same"
35.5,"68Italian","Italian","[i]",4,1,770.4,"different","different"
35.5,"68Italian","Italian","[y]",0,0,284.3,"same","different"
35.5,"68Italian","Italian","[i]",2,1,1034.3,"different","different"
35.5,"68Italian","Italian","[y]",6,1,730.3,"different","different"
35.5,"68Italian","Italian","[y]",3,1,674.9,"different","different"
35.5,"68Italian","Italian","[i]",6,1,752.1,"different","different"
35.5,"68Italian","Italian","[i]",8,1,830.7,"different","different"
35.5,"68Italian","Italian","[i]",0,1,635.4,"same","same"
35.5,"68Italian","Italian","[ʉ]",1,0,616.5,"different","same"
35.5,"68Italian","Italian","[i]",5,1,646.8,"different","different"
35.5,"68Italian","Italian","[y]",4,1,796.6,"different","different"
35.5,"68Italian","Italian","[u]",0,1,651.9,"same","same"
35.5,"68Italian","Italian","[ʉ]",5,0,685.2,"different","same"
35.5,"68Italian","Italian","[i]",1,0,888.4,"different","same"
35.5,"68Italian","Italian","[ʉ]",6,1,1093,"different","different"
35.5,"68Italian","Italian","[ʉ]",0,1,550.2,"same","same"
35.5,"68Italian","Italian","[ʉ]",0,1,690.8,"same","same"
35.5,"68Italian","Italian","[y]",2,0,689.9,"different","same"
35.5,"68Italian","Italian","[ʉ]",2,1,719.5,"different","different"
35.5,"68Italian","Italian","[ʉ]",8,1,762.4,"different","different"
35.5,"68Italian","Italian","[ʉ]",7,1,610.6,"different","different"
35.5,"68Italian","Italian","[i]",3,1,1139.8,"different","different"
35.5,"68Italian","Italian","[ʉ]",4,1,749.3,"different","different"
35.5,"68Italian","Italian","[i]",0,1,743.8,"same","same"
35.5,"68Italian","Italian","[y]",0,1,541.7,"same","same"
35.5,"68Italian","Italian","[y]",1,0,588.6,"different","same"
21.5,"43Italian","Italian","[ʉ]",0,1,486.8,"same","same"
21.5,"43Italian","Italian","[ʉ]",2,1,490.9,"different","different"
21.5,"43Italian","Italian","[y]",4,1,430.9,"different","different"
21.5,"43Italian","Italian","[i]",4,0,377.5,"different","same"
21.5,"43Italian","Italian","[y]",0,1,313.5,"same","same"
21.5,"43Italian","Italian","[y]",0,1,217.1,"same","same"
21.5,"43Italian","Italian","[ʉ]",4,1,509.9,"different","different"
21.5,"43Italian","Italian","[y]",1,0,449,"different","same"
21.5,"43Italian","Italian","[ʉ]",6,1,457.4,"different","different"
21.5,"43Italian","Italian","[y]",6,1,584.2,"different","different"
21.5,"43Italian","Italian","[ʉ]",5,0,533.1,"different","same"
21.5,"43Italian","Italian","[i]",5,1,487.1,"different","different"
21.5,"43Italian","Italian","[u]",0,1,303.5,"same","same"
21.5,"43Italian","Italian","[u]",0,1,419,"same","same"
21.5,"43Italian","Italian","[i]",0,1,407.4,"same","same"
21.5,"43Italian","Italian","[i]",6,1,1151.4,"different","different"
21.5,"43Italian","Italian","[i]",0,1,194.5,"same","same"
21.5,"43Italian","Italian","[y]",5,1,497,"different","different"
21.5,"43Italian","Italian","[y]",2,0,947.7,"different","same"
21.5,"43Italian","Italian","[ʉ]",7,1,512.6,"different","different"
21.5,"43Italian","Italian","[y]",3,0,341.5,"different","same"
21.5,"43Italian","Italian","[i]",3,1,446.5,"different","different"
21.5,"43Italian","Italian","[i]",7,1,358.9,"different","different"
21.5,"43Italian","Italian","[i]",2,1,466,"different","different"
21.5,"43Italian","Italian","[i]",8,1,456.5,"different","different"
21.5,"43Italian","Italian","[ʉ]",3,0,1122.1,"different","same"
21.5,"43Italian","Italian","[i]",1,1,503.3,"different","different"
21.5,"43Italian","Italian","[ʉ]",0,1,443.7,"same","same"
21.5,"43Italian","Italian","[ʉ]",1,0,431.6,"different","same"
21.5,"43Italian","Italian","[ʉ]",8,1,521.2,"different","different"
21.5,"86Italian","Italian","[ʉ]",4,0,254.4,"different","same"
21.5,"86Italian","Italian","[y]",6,1,559.1,"different","different"
21.5,"86Italian","Italian","[ʉ]",0,1,440.1,"same","same"
21.5,"86Italian","Italian","[i]",0,1,406.1,"same","same"
21.5,"86Italian","Italian","[i]",7,1,482,"different","different"
21.5,"86Italian","Italian","[ʉ]",2,0,1146.4,"different","same"
21.5,"86Italian","Italian","[i]",4,0,656.5,"different","same"
21.5,"86Italian","Italian","[y]",0,1,197.6,"same","same"
21.5,"86Italian","Italian","[ʉ]",8,1,990.3,"different","different"
21.5,"86Italian","Italian","[y]",4,1,448.1,"different","different"
21.5,"86Italian","Italian","[i]",8,1,724.8,"different","different"
21.5,"86Italian","Italian","[u]",0,1,1051,"same","same"
21.5,"86Italian","Italian","[y]",0,1,716,"same","same"
21.5,"86Italian","Italian","[i]",0,1,1050,"same","same"
21.5,"86Italian","Italian","[ʉ]",5,1,762.6,"different","different"
21.5,"86Italian","Italian","[y]",2,1,701.6,"different","different"
21.5,"86Italian","Italian","[y]",3,1,267.8,"different","different"
21.5,"86Italian","Italian","[y]",5,1,792.2,"different","different"
21.5,"86Italian","Italian","[i]",5,1,600.4,"different","different"
21.5,"86Italian","Italian","[ʉ]",6,1,968.4,"different","different"
21.5,"86Italian","Italian","[u]",0,1,715.3,"same","same"
21.5,"86Italian","Italian","[ʉ]",1,0,591.9,"different","same"
21.5,"86Italian","Italian","[ʉ]",0,1,729.9,"same","same"
21.5,"86Italian","Italian","[i]",1,0,234.7,"different","same"
21.5,"86Italian","Italian","[ʉ]",7,1,587.5,"different","different"
21.5,"86Italian","Italian","[i]",2,0,181.9,"different","same"
21.5,"86Italian","Italian","[ʉ]",3,1,1074.6,"different","different"
21.5,"86Italian","Italian","[y]",1,0,741.1,"different","same"
21.5,"86Italian","Italian","[i]",6,1,1171.2,"different","different"
21.5,"86Italian","Italian","[i]",3,1,942.3,"different","same"
35.5,"23Italian","Italian","[i]",1,0,697.3,"different","same"
35.5,"23Italian","Italian","[y]",0,1,591.6,"same","same"
35.5,"23Italian","Italian","[i]",6,1,463.4,"different","different"
35.5,"23Italian","Italian","[y]",5,1,465.3,"different","different"
35.5,"23Italian","Italian","[i]",8,0,504,"different","same"
35.5,"23Italian","Italian","[y]",1,0,464.7,"different","same"
35.5,"23Italian","Italian","[ʉ]",0,1,644.1,"same","same"
35.5,"23Italian","Italian","[y]",4,1,652.3,"different","different"
35.5,"23Italian","Italian","[y]",3,1,530.8,"different","different"
35.5,"23Italian","Italian","[i]",7,1,701,"different","different"
35.5,"23Italian","Italian","[y]",6,1,648.2,"different","different"
35.5,"23Italian","Italian","[u]",0,1,474.6,"same","same"
35.5,"23Italian","Italian","[ʉ]",2,1,232.6,"different","different"
35.5,"23Italian","Italian","[ʉ]",6,1,782.7,"different","different"
35.5,"23Italian","Italian","[ʉ]",0,1,531.6,"same","same"
35.5,"23Italian","Italian","[i]",0,1,436.8,"same","same"
35.5,"23Italian","Italian","[i]",3,1,521.9,"different","same"
35.5,"23Italian","Italian","[i]",4,1,446.1,"different","different"
35.5,"23Italian","Italian","[y]",0,1,486.6,"same","same"
35.5,"23Italian","Italian","[i]",2,0,1046,"different","same"
35.5,"23Italian","Italian","[y]",2,0,517.9,"different","same"
35.5,"23Italian","Italian","[ʉ]",3,1,679.6,"different","different"
35.5,"23Italian","Italian","[ʉ]",1,0,537.6,"different","same"
35.5,"23Italian","Italian","[i]",0,1,442,"same","same"
35.5,"23Italian","Italian","[ʉ]",5,1,493.6,"different","different"
35.5,"23Italian","Italian","[ʉ]",8,1,586.6,"different","different"
35.5,"23Italian","Italian","[ʉ]",4,1,497.2,"different","different"
35.5,"23Italian","Italian","[i]",5,1,494.4,"different","different"
35.5,"23Italian","Italian","[u]",0,1,536.6,"same","same"
35.5,"23Italian","Italian","[ʉ]",7,1,695.6,"different","different"
35.5,"22Italian","Italian","[y]",3,0,1145.7,"different","same"
35.5,"22Italian","Italian","[ʉ]",2,0,311.7,"different","same"
35.5,"22Italian","Italian","[y]",5,1,721.1,"different","different"
35.5,"22Italian","Italian","[u]",0,1,586.5,"same","same"
35.5,"22Italian","Italian","[ʉ]",3,1,354.6,"different","different"
35.5,"22Italian","Italian","[ʉ]",8,1,558.7,"different","different"
35.5,"22Italian","Italian","[y]",0,1,734.5,"same","same"
35.5,"22Italian","Italian","[ʉ]",0,1,597.5,"same","same"
35.5,"22Italian","Italian","[y]",2,0,653,"different","same"
35.5,"22Italian","Italian","[ʉ]",4,1,527.2,"different","different"
35.5,"22Italian","Italian","[ʉ]",1,0,481.1,"different","same"
35.5,"22Italian","Italian","[y]",4,1,721,"different","different"
35.5,"22Italian","Italian","[i]",0,1,426.6,"same","same"
35.5,"22Italian","Italian","[i]",7,1,711.6,"different","different"
35.5,"22Italian","Italian","[y]",6,1,525.9,"different","different"
35.5,"22Italian","Italian","[ʉ]",0,1,451.8,"same","same"
35.5,"22Italian","Italian","[i]",2,0,424.7,"different","same"
35.5,"22Italian","Italian","[i]",3,1,462.6,"different","same"
35.5,"22Italian","Italian","[ʉ]",7,1,541.1,"different","different"
35.5,"22Italian","Italian","[i]",5,1,604.4,"different","same"
35.5,"22Italian","Italian","[ʉ]",6,0,602.8,"different","same"
35.5,"22Italian","Italian","[y]",0,1,419.1,"same","same"
35.5,"22Italian","Italian","[i]",0,1,558.4,"same","same"
35.5,"22Italian","Italian","[i]",6,1,529.5,"different","different"
35.5,"22Italian","Italian","[i]",8,1,513.2,"different","different"
35.5,"22Italian","Italian","[i]",1,0,364.2,"different","same"
35.5,"22Italian","Italian","[ʉ]",5,1,815,"different","different"
35.5,"22Italian","Italian","[i]",4,1,454.6,"different","different"
35.5,"22Italian","Italian","[y]",1,0,441,"different","same"
35.5,"22Italian","Italian","[u]",0,1,435.4,"same","same"
21.5,"34Italian","Italian","[y]",6,1,645.7,"different","different"
21.5,"34Italian","Italian","[y]",2,0,501.9,"different","same"
21.5,"34Italian","Italian","[i]",4,1,356.5,"different","different"
21.5,"34Italian","Italian","[i]",5,1,716,"different","different"
21.5,"34Italian","Italian","[ʉ]",0,1,566.2,"same","same"
21.5,"34Italian","Italian","[ʉ]",8,1,603.1,"different","different"
21.5,"34Italian","Italian","[u]",0,1,332.2,"same","same"
21.5,"34Italian","Italian","[i]",7,1,257,"different","same"
21.5,"34Italian","Italian","[y]",3,1,532.9,"different","different"
21.5,"34Italian","Italian","[u]",0,1,640.9,"same","same"
21.5,"34Italian","Italian","[i]",0,1,586.5,"same","same"
21.5,"34Italian","Italian","[i]",0,1,444.6,"same","same"
21.5,"34Italian","Italian","[y]",0,1,643.9,"same","same"
21.5,"34Italian","Italian","[ʉ]",5,1,724.6,"different","different"
21.5,"34Italian","Italian","[i]",1,0,393.9,"different","same"
21.5,"34Italian","Italian","[y]",1,0,485.6,"different","same"
21.5,"34Italian","Italian","[i]",3,1,236.4,"different","different"
21.5,"34Italian","Italian","[y]",0,1,565.1,"same","same"
21.5,"34Italian","Italian","[ʉ]",6,1,667.1,"different","different"
21.5,"34Italian","Italian","[ʉ]",7,1,610.9,"different","different"
21.5,"34Italian","Italian","[ʉ]",0,1,562.8,"same","same"
21.5,"34Italian","Italian","[i]",8,1,628.5,"different","different"
21.5,"34Italian","Italian","[i]",2,0,452.2,"different","same"
21.5,"34Italian","Italian","[y]",5,1,610.8,"different","different"
21.5,"34Italian","Italian","[ʉ]",3,0,548.8,"different","same"
21.5,"34Italian","Italian","[y]",4,1,319.9,"different","different"
21.5,"34Italian","Italian","[i]",6,1,576.4,"different","different"
21.5,"34Italian","Italian","[ʉ]",2,0,690.7,"different","same"
21.5,"34Italian","Italian","[ʉ]",4,1,806.1,"different","different"
21.5,"34Italian","Italian","[ʉ]",1,0,356.3,"different","same"
21.5,"35Italian","Italian","[ʉ]",7,1,621.5,"different","different"
21.5,"35Italian","Italian","[ʉ]",6,1,784.5,"different","different"
21.5,"35Italian","Italian","[y]",6,1,539.1,"different","different"
21.5,"35Italian","Italian","[ʉ]",1,0,741.8,"different","same"
21.5,"35Italian","Italian","[i]",5,1,800.3,"different","same"
21.5,"35Italian","Italian","[i]",0,1,444.8,"same","same"
21.5,"35Italian","Italian","[i]",2,0,420.5,"different","same"
21.5,"35Italian","Italian","[ʉ]",0,1,446.3,"same","same"
21.5,"35Italian","Italian","[u]",0,1,463.3,"same","same"
21.5,"35Italian","Italian","[y]",5,1,567.8,"different","different"
21.5,"35Italian","Italian","[i]",1,0,435.1,"different","same"
21.5,"35Italian","Italian","[y]",1,0,397.6,"different","same"
21.5,"35Italian","Italian","[ʉ]",4,0,794.7,"different","same"
21.5,"35Italian","Italian","[i]",0,1,446.3,"same","same"
21.5,"35Italian","Italian","[i]",7,1,691.5,"different","same"
21.5,"35Italian","Italian","[i]",4,1,515.1,"different","different"
21.5,"35Italian","Italian","[i]",8,1,518.9,"different","different"
21.5,"35Italian","Italian","[u]",0,1,553.4,"same","same"
21.5,"35Italian","Italian","[y]",0,1,457.8,"same","same"
21.5,"35Italian","Italian","[ʉ]",8,1,586.4,"different","different"
21.5,"35Italian","Italian","[ʉ]",0,1,708.1,"same","same"
21.5,"35Italian","Italian","[i]",3,0,441.2,"different","same"
21.5,"35Italian","Italian","[i]",6,1,978.6,"different","different"
21.5,"35Italian","Italian","[y]",4,1,508.3,"different","different"
21.5,"35Italian","Italian","[ʉ]",2,0,346.3,"different","same"
21.5,"35Italian","Italian","[y]",3,1,723,"different","different"
21.5,"35Italian","Italian","[y]",0,1,456.2,"same","same"
21.5,"35Italian","Italian","[ʉ]",3,0,502.8,"different","same"
21.5,"35Italian","Italian","[ʉ]",5,0,578.8,"different","same"
21.5,"35Italian","Italian","[y]",2,0,478.5,"different","same"
21.5,"25Italian","Italian","[y]",4,1,1041,"different","different"
21.5,"25Italian","Italian","[i]",6,1,520,"different","different"
21.5,"25Italian","Italian","[ʉ]",2,0,258,"different","same"
21.5,"25Italian","Italian","[i]",0,1,455,"same","same"
21.5,"25Italian","Italian","[y]",0,1,545,"same","same"
21.5,"25Italian","Italian","[ʉ]",4,0,499,"different","same"
21.5,"25Italian","Italian","[ʉ]",1,0,503,"different","same"
21.5,"25Italian","Italian","[i]",0,1,1108,"same","same"
21.5,"25Italian","Italian","[i]",8,1,459,"different","different"
21.5,"25Italian","Italian","[i]",7,1,550,"different","different"
21.5,"25Italian","Italian","[ʉ]",8,1,559,"different","different"
21.5,"25Italian","Italian","[y]",6,1,301,"different","different"
21.5,"25Italian","Italian","[i]",2,0,991,"different","same"
21.5,"25Italian","Italian","[ʉ]",0,1,496,"same","same"
21.5,"25Italian","Italian","[y]",5,1,552,"different","different"
21.5,"25Italian","Italian","[i]",3,1,372,"different","different"
21.5,"25Italian","Italian","[u]",0,1,364,"same","same"
21.5,"25Italian","Italian","[y]",0,1,498,"same","same"
21.5,"25Italian","Italian","[y]",2,0,526,"different","same"
21.5,"25Italian","Italian","[u]",0,1,523,"same","same"
21.5,"25Italian","Italian","[i]",1,0,1091,"different","same"
21.5,"25Italian","Italian","[ʉ]",3,0,707,"different","same"
21.5,"25Italian","Italian","[i]",4,1,247,"different","different"
21.5,"25Italian","Italian","[i]",5,1,493,"different","different"
21.5,"25Italian","Italian","[ʉ]",6,1,1019,"different","different"
21.5,"25Italian","Italian","[y]",1,0,470,"different","same"
21.5,"25Italian","Italian","[y]",3,1,533,"different","different"
21.5,"25Italian","Italian","[ʉ]",5,0,797,"different","same"
21.5,"25Italian","Italian","[ʉ]",0,1,540,"same","same"
21.5,"25Italian","Italian","[ʉ]",7,1,554,"different","different"
21.5,"19Italian","Italian","[ʉ]",4,1,631,"different","different"
21.5,"19Italian","Italian","[ʉ]",6,1,279.5,"different","different"
21.5,"19Italian","Italian","[y]",3,0,522.8,"different","same"
21.5,"19Italian","Italian","[ʉ]",1,0,952,"different","same"
21.5,"19Italian","Italian","[i]",1,0,569.5,"different","same"
21.5,"19Italian","Italian","[i]",2,0,217.6,"different","same"
21.5,"19Italian","Italian","[i]",3,1,530.8,"different","different"
21.5,"19Italian","Italian","[ʉ]",2,1,760,"different","different"
21.5,"19Italian","Italian","[i]",0,1,1107,"same","same"
21.5,"19Italian","Italian","[y]",1,0,780.6,"different","same"
21.5,"19Italian","Italian","[ʉ]",5,1,782.5,"different","different"
21.5,"19Italian","Italian","[i]",7,1,605.2,"different","different"
21.5,"19Italian","Italian","[ʉ]",0,1,686.3,"same","same"
21.5,"19Italian","Italian","[ʉ]",3,1,693,"different","different"
21.5,"19Italian","Italian","[i]",6,1,520.4,"different","different"
21.5,"19Italian","Italian","[i]",4,1,468.9,"different","different"
21.5,"19Italian","Italian","[y]",0,1,199.3,"same","same"
21.5,"19Italian","Italian","[ʉ]",0,1,657.1,"same","same"
21.5,"19Italian","Italian","[y]",0,0,669,"same","different"
21.5,"19Italian","Italian","[i]",5,1,1047,"different","different"
21.5,"19Italian","Italian","[ʉ]",8,0,597.8,"different","same"
21.5,"19Italian","Italian","[i]",8,1,561,"different","different"
21.5,"19Italian","Italian","[i]",0,1,480.3,"same","same"
21.5,"19Italian","Italian","[y]",4,0,736.2,"different","same"
21.5,"19Italian","Italian","[y]",5,0,760.8,"different","same"
21.5,"19Italian","Italian","[ʉ]",7,1,820.9,"different","different"
21.5,"19Italian","Italian","[u]",0,1,516.5,"same","same"
21.5,"19Italian","Italian","[u]",0,1,752.6,"same","same"
21.5,"19Italian","Italian","[y]",6,1,1041.8,"different","different"
21.5,"19Italian","Italian","[y]",2,1,779.8,"different","different"
35.5,"18Italian","Italian","[ʉ]",2,0,1097,"different","same"
35.5,"18Italian","Italian","[i]",8,1,526.8,"different","different"
35.5,"18Italian","Italian","[i]",6,1,511.6,"different","different"
35.5,"18Italian","Italian","[i]",4,1,485.2,"different","different"
35.5,"18Italian","Italian","[i]",2,1,487.7,"different","different"
35.5,"18Italian","Italian","[y]",0,1,566.2,"same","same"
35.5,"18Italian","Italian","[y]",0,1,537.1,"same","same"
35.5,"18Italian","Italian","[y]",6,1,561.9,"different","different"
35.5,"18Italian","Italian","[ʉ]",1,0,722.3,"different","same"
35.5,"18Italian","Italian","[ʉ]",6,1,922.3,"different","different"
35.5,"18Italian","Italian","[ʉ]",0,1,693.3,"same","same"
35.5,"18Italian","Italian","[u]",0,1,566.5,"same","same"
35.5,"18Italian","Italian","[y]",3,1,600.7,"different","different"
35.5,"18Italian","Italian","[ʉ]",5,1,725.3,"different","different"
35.5,"18Italian","Italian","[y]",5,1,611.2,"different","different"
35.5,"18Italian","Italian","[y]",2,0,487.7,"different","same"
35.5,"18Italian","Italian","[ʉ]",4,0,521,"different","same"
35.5,"18Italian","Italian","[i]",0,1,435.2,"same","same"
35.5,"18Italian","Italian","[i]",1,0,597.9,"different","same"
35.5,"18Italian","Italian","[i]",3,1,469.6,"different","different"
35.5,"18Italian","Italian","[i]",7,1,323.7,"different","different"
35.5,"18Italian","Italian","[u]",0,1,485.3,"same","same"
35.5,"18Italian","Italian","[y]",1,0,562.3,"different","same"
35.5,"18Italian","Italian","[ʉ]",0,1,1067.2,"same","same"
35.5,"18Italian","Italian","[y]",4,0,716,"different","same"
35.5,"18Italian","Italian","[ʉ]",3,0,874.6,"different","same"
35.5,"18Italian","Italian","[ʉ]",8,1,478.7,"different","different"
35.5,"18Italian","Italian","[ʉ]",7,1,688.5,"different","different"
35.5,"18Italian","Italian","[i]",5,1,655.8,"different","different"
35.5,"18Italian","Italian","[i]",0,1,333.8,"same","same"
21.5,"26Italian","Italian","[ʉ]",8,1,317.4,"different","different"
21.5,"26Italian","Italian","[u]",0,1,409.7,"same","same"
21.5,"26Italian","Italian","[ʉ]",1,0,640.4,"different","same"
21.5,"26Italian","Italian","[y]",6,1,543,"different","different"
21.5,"26Italian","Italian","[ʉ]",2,0,531.9,"different","same"
21.5,"26Italian","Italian","[i]",7,1,484.9,"different","different"
21.5,"26Italian","Italian","[ʉ]",6,1,511.9,"different","different"
21.5,"26Italian","Italian","[ʉ]",0,1,217.7,"same","same"
21.5,"26Italian","Italian","[ʉ]",4,1,615.1,"different","different"
21.5,"26Italian","Italian","[ʉ]",7,1,360.8,"different","different"
21.5,"26Italian","Italian","[y]",2,0,763.4,"different","same"
21.5,"26Italian","Italian","[y]",4,1,488.3,"different","different"
21.5,"26Italian","Italian","[y]",3,1,496.2,"different","different"
21.5,"26Italian","Italian","[ʉ]",3,1,502,"different","different"
21.5,"26Italian","Italian","[i]",3,1,457.1,"different","different"
21.5,"26Italian","Italian","[y]",0,0,466.7,"same","different"
21.5,"26Italian","Italian","[y]",5,0,498.9,"different","same"
21.5,"26Italian","Italian","[y]",0,1,462.1,"same","same"
21.5,"26Italian","Italian","[i]",5,1,447.5,"different","different"
21.5,"26Italian","Italian","[ʉ]",0,1,694.5,"same","same"
21.5,"26Italian","Italian","[y]",1,0,387.6,"different","same"
21.5,"26Italian","Italian","[i]",0,1,248.9,"same","same"
21.5,"26Italian","Italian","[i]",6,1,513.6,"different","different"
21.5,"26Italian","Italian","[i]",1,0,633.2,"different","same"
21.5,"26Italian","Italian","[i]",0,1,422.1,"same","same"
21.5,"26Italian","Italian","[ʉ]",5,1,885.1,"different","different"
21.5,"26Italian","Italian","[i]",8,1,627.5,"different","different"
21.5,"26Italian","Italian","[i]",2,0,192.7,"different","same"
21.5,"26Italian","Italian","[u]",0,1,173.4,"same","same"
21.5,"26Italian","Italian","[i]",4,0,376.7,"different","same"
35.5,"17Italian","Italian","[y]",6,1,1002.5,"different","different"
35.5,"17Italian","Italian","[u]",0,0,942.3,"same","different"
35.5,"17Italian","Italian","[i]",4,1,1133.7,"different","different"
35.5,"17Italian","Italian","[y]",5,1,1066.4,"different","different"
35.5,"17Italian","Italian","[i]",0,1,557.6,"same","same"
35.5,"17Italian","Italian","[i]",0,1,572.2,"same","same"
35.5,"17Italian","Italian","[i]",7,1,590.1,"different","different"
35.5,"17Italian","Italian","[y]",0,1,538,"same","same"
35.5,"17Italian","Italian","[ʉ]",0,1,622.7,"same","same"
35.5,"17Italian","Italian","[ʉ]",5,1,742.5,"different","different"
35.5,"17Italian","Italian","[u]",0,1,565.2,"same","same"
35.5,"17Italian","Italian","[i]",8,1,546.1,"different","different"
35.5,"17Italian","Italian","[ʉ]",1,0,1114.8,"different","same"
35.5,"17Italian","Italian","[i]",5,1,752.7,"different","different"
35.5,"17Italian","Italian","[ʉ]",7,1,627.9,"different","different"
35.5,"17Italian","Italian","[y]",3,1,710.3,"different","different"
35.5,"17Italian","Italian","[i]",6,1,556.5,"different","different"
35.5,"17Italian","Italian","[ʉ]",4,1,946.9,"different","different"
35.5,"17Italian","Italian","[i]",1,0,1003.1,"different","same"
35.5,"17Italian","Italian","[y]",1,0,649.7,"different","same"
35.5,"17Italian","Italian","[i]",3,1,504.6,"different","different"
35.5,"17Italian","Italian","[y]",0,1,795.3,"same","same"
35.5,"17Italian","Italian","[y]",4,1,580,"different","different"
35.5,"17Italian","Italian","[ʉ]",0,1,550,"same","same"
